# detector_id x y z
313 216.896869 131.616251 -172.985800
314 213.974061 136.316511 -172.985800
315 210.949411 140.951890 -172.985800
316 207.824362 145.520185 -172.985800
317 204.600399 150.019220 -172.985800
318 201.279058 154.446853 -172.985800
319 197.861919 158.800979 -172.985800
320 194.350608 163.079523 -172.985800
321 190.746796 167.280451 -172.985800
322 187.052200 171.401762 -172.985800
323 183.268577 175.441495 -172.985800
324 179.397728 179.397728 -172.985800
325 175.441495 183.268577 -172.985800
326 171.401762 187.052200 -172.985800
327 167.280451 190.746796 -172.985800
328 163.079523 194.350608 -172.985800
329 158.800979 197.861919 -172.985800
330 154.446853 201.279058 -172.985800
331 150.019220 204.600399 -172.985800
332 145.520185 207.824362 -172.985800
333 140.951890 210.949411 -172.985800
334 136.316511 213.974061 -172.985800
335 131.616251 216.896869 -172.985800
336 126.853350 219.716447 -172.985800
337 122.030073 222.431452 -172.985800
338 117.148717 225.040591 -172.985800
339 112.211604 227.542624 -172.985800
340 107.221085 229.936358 -172.985800
341 102.179534 232.220655 -172.985800
342 97.089351 234.394427 -172.985800
343 91.952959 236.456641 -172.985800
344 86.772802 238.406314 -172.985800
345 81.551346 240.242518 -172.985800
346 76.291076 241.964380 -172.985800
347 70.994496 243.571080 -172.985800
348 65.664126 245.061854 -172.985800
349 60.302503 246.435991 -172.985800
350 54.912180 247.692838 -172.985800
351 49.495722 248.831797 -172.985800
352 44.055706 249.852325 -172.985800
353 38.594722 250.753937 -172.985800
354 33.115369 251.536204 -172.985800
355 27.620256 252.198753 -172.985800
356 22.111996 252.741269 -172.985800
357 16.593212 253.163494 -172.985800
358 11.066531 253.465227 -172.985800
359 5.534582 253.646325 -172.985800
360 0.000000 253.706700 -172.985800
361 -5.534582 253.646325 -172.985800
362 -11.066531 253.465227 -172.985800
363 -16.593212 253.163494 -172.985800
364 -22.111996 252.741269 -172.985800
365 -27.620256 252.198753 -172.985800
366 -33.115369 251.536204 -172.985800
367 -38.594722 250.753937 -172.985800
368 -44.055706 249.852325 -172.985800
369 -49.495722 248.831797 -172.985800
370 -54.912180 247.692838 -172.985800
371 -60.302503 246.435991 -172.985800
372 -65.664126 245.061854 -172.985800
373 -70.994496 243.571080 -172.985800
374 -76.291076 241.964380 -172.985800
375 -81.551346 240.242518 -172.985800
376 -86.772802 238.406314 -172.985800
377 -91.952959 236.456641 -172.985800
378 -97.089351 234.394427 -172.985800
379 -102.179534 232.220655 -172.985800
380 -107.221085 229.936358 -172.985800
381 -112.211604 227.542624 -172.985800
382 -117.148717 225.040591 -172.985800
383 -122.030073 222.431452 -172.985800
384 -126.853350 219.716447 -172.985800
385 -131.616251 216.896869 -172.985800
386 -136.316511 213.974061 -172.985800
387 -140.951890 210.949411 -172.985800
388 -145.520185 207.824362 -172.985800
389 -150.019220 204.600399 -172.985800
390 -154.446853 201.279058 -172.985800
391 -158.800979 197.861919 -172.985800
392 -163.079523 194.350608 -172.985800
393 -167.280451 190.746796 -172.985800
394 -171.401762 187.052200 -172.985800
395 -175.441495 183.268577 -172.985800
396 -179.397728 179.397728 -172.985800
397 -183.268577 175.441495 -172.985800
398 -187.052200 171.401762 -172.985800
399 -190.746796 167.280451 -172.985800
400 -194.350608 163.079523 -172.985800
401 -197.861919 158.800979 -172.985800
402 -201.279058 154.446853 -172.985800
403 -204.600399 150.019220 -172.985800
404 -207.824362 145.520185 -172.985800
405 -210.949411 140.951890 -172.985800
406 -213.974061 136.316511 -172.985800
407 -216.896869 131.616251 -172.985800
408 -219.716447 126.853350 -172.985800
409 -222.431452 122.030073 -172.985800
410 -225.040591 117.148717 -172.985800
411 -227.542624 112.211604 -172.985800
412 -229.936358 107.221085 -172.985800
413 -232.220655 102.179534 -172.985800
414 -234.394427 97.089351 -172.985800
415 -236.456641 91.952959 -172.985800
416 -238.406314 86.772802 -172.985800
417 -240.242518 81.551346 -172.985800
418 -241.964380 76.291076 -172.985800
419 -243.571080 70.994496 -172.985800
420 -245.061854 65.664126 -172.985800
421 -246.435991 60.302503 -172.985800
422 -247.692838 54.912180 -172.985800
423 -248.831797 49.495722 -172.985800
424 -249.852325 44.055706 -172.985800
425 -250.753937 38.594722 -172.985800
426 -251.536204 33.115369 -172.985800
427 -252.198753 27.620256 -172.985800
428 -252.741269 22.111996 -172.985800
429 -253.163494 16.593212 -172.985800
430 -253.465227 11.066531 -172.985800
431 -253.646325 5.534582 -172.985800
432 -253.706700 0.000000 -172.985800
433 -253.646325 -5.534582 -172.985800
434 -253.465227 -11.066531 -172.985800
435 -253.163494 -16.593212 -172.985800
436 -252.741269 -22.111996 -172.985800
437 -252.198753 -27.620256 -172.985800
438 -251.536204 -33.115369 -172.985800
439 -250.753937 -38.594722 -172.985800
440 -249.852325 -44.055706 -172.985800
441 -248.831797 -49.495722 -172.985800
442 -247.692838 -54.912180 -172.985800
443 -246.435991 -60.302503 -172.985800
444 -245.061854 -65.664126 -172.985800
445 -243.571080 -70.994496 -172.985800
446 -241.964380 -76.291076 -172.985800
447 -240.242518 -81.551346 -172.985800
448 -238.406314 -86.772802 -172.985800
449 -236.456641 -91.952959 -172.985800
450 -234.394427 -97.089351 -172.985800
451 -232.220655 -102.179534 -172.985800
452 -229.936358 -107.221085 -172.985800
453 -227.542624 -112.211604 -172.985800
454 -225.040591 -117.148717 -172.985800
455 -222.431452 -122.030073 -172.985800
456 -219.716447 -126.853350 -172.985800
457 -216.896869 -131.616251 -172.985800
458 -213.974061 -136.316511 -172.985800
459 -210.949411 -140.951890 -172.985800
460 -207.824362 -145.520185 -172.985800
461 -204.600399 -150.019220 -172.985800
462 -201.279058 -154.446853 -172.985800
463 -197.861919 -158.800979 -172.985800
464 -194.350608 -163.079523 -172.985800
465 -190.746796 -167.280451 -172.985800
466 -187.052200 -171.401762 -172.985800
467 -183.268577 -175.441495 -172.985800
468 -179.397728 -179.397728 -172.985800
469 -175.441495 -183.268577 -172.985800
470 -171.401762 -187.052200 -172.985800
471 -167.280451 -190.746796 -172.985800
472 -163.079523 -194.350608 -172.985800
473 -158.800979 -197.861919 -172.985800
474 -154.446853 -201.279058 -172.985800
475 -150.019220 -204.600399 -172.985800
476 -145.520185 -207.824362 -172.985800
477 -140.951890 -210.949411 -172.985800
478 -136.316511 -213.974061 -172.985800
479 -131.616251 -216.896869 -172.985800
480 -126.853350 -219.716447 -172.985800
481 -122.030073 -222.431452 -172.985800
482 -117.148717 -225.040591 -172.985800
483 -112.211604 -227.542624 -172.985800
484 -107.221085 -229.936358 -172.985800
485 -102.179534 -232.220655 -172.985800
486 -97.089351 -234.394427 -172.985800
487 -91.952959 -236.456641 -172.985800
488 -86.772802 -238.406314 -172.985800
489 -81.551346 -240.242518 -172.985800
490 -76.291076 -241.964380 -172.985800
491 -70.994496 -243.571080 -172.985800
492 -65.664126 -245.061854 -172.985800
493 -60.302503 -246.435991 -172.985800
494 -54.912180 -247.692838 -172.985800
495 -49.495722 -248.831797 -172.985800
496 -44.055706 -249.852325 -172.985800
497 -38.594722 -250.753937 -172.985800
498 -33.115369 -251.536204 -172.985800
499 -27.620256 -252.198753 -172.985800
500 -22.111996 -252.741269 -172.985800
501 -16.593212 -253.163494 -172.985800
502 -11.066531 -253.465227 -172.985800
503 -5.534582 -253.646325 -172.985800
504 -0.000000 -253.706700 -172.985800
505 5.534582 -253.646325 -172.985800
506 11.066531 -253.465227 -172.985800
507 16.593212 -253.163494 -172.985800
508 22.111996 -252.741269 -172.985800
509 27.620256 -252.198753 -172.985800
510 33.115369 -251.536204 -172.985800
511 38.594722 -250.753937 -172.985800
512 44.055706 -249.852325 -172.985800
513 49.495722 -248.831797 -172.985800
514 54.912180 -247.692838 -172.985800
515 60.302503 -246.435991 -172.985800
516 65.664126 -245.061854 -172.985800
517 70.994496 -243.571080 -172.985800
518 76.291076 -241.964380 -172.985800
519 81.551346 -240.242518 -172.985800
520 86.772802 -238.406314 -172.985800
521 91.952959 -236.456641 -172.985800
522 97.089351 -234.394427 -172.985800
523 102.179534 -232.220655 -172.985800
524 107.221085 -229.936358 -172.985800
525 112.211604 -227.542624 -172.985800
526 117.148717 -225.040591 -172.985800
527 122.030073 -222.431452 -172.985800
528 126.853350 -219.716447 -172.985800
529 131.616251 -216.896869 -172.985800
530 136.316511 -213.974061 -172.985800
531 140.951890 -210.949411 -172.985800
532 145.520185 -207.824362 -172.985800
533 150.019220 -204.600399 -172.985800
534 154.446853 -201.279058 -172.985800
535 158.800979 -197.861919 -172.985800
536 163.079523 -194.350608 -172.985800
537 167.280451 -190.746796 -172.985800
538 171.401762 -187.052200 -172.985800
539 175.441495 -183.268577 -172.985800
540 179.397728 -179.397728 -172.985800
541 183.268577 -175.441495 -172.985800
542 187.052200 -171.401762 -172.985800
543 190.746796 -167.280451 -172.985800
544 194.350608 -163.079523 -172.985800
545 197.861919 -158.800979 -172.985800
546 201.279058 -154.446853 -172.985800
547 204.600399 -150.019220 -172.985800
548 207.824362 -145.520185 -172.985800
549 210.949411 -140.951890 -172.985800
550 213.974061 -136.316511 -172.985800
551 216.896869 -131.616251 -172.985800
552 219.716447 -126.853350 -172.985800
553 222.431452 -122.030073 -172.985800
554 225.040591 -117.148717 -172.985800
555 227.542624 -112.211604 -172.985800
556 229.936358 -107.221085 -172.985800
557 232.220655 -102.179534 -172.985800
558 234.394427 -97.089351 -172.985800
559 236.456641 -91.952959 -172.985800
560 238.406314 -86.772802 -172.985800
561 240.242518 -81.551346 -172.985800
562 241.964380 -76.291076 -172.985800
563 243.571080 -70.994496 -172.985800
564 245.061854 -65.664126 -172.985800
565 246.435991 -60.302503 -172.985800
566 247.692838 -54.912180 -172.985800
567 248.831797 -49.495722 -172.985800
568 249.852325 -44.055706 -172.985800
569 250.753937 -38.594722 -172.985800
570 251.536204 -33.115369 -172.985800
571 252.198753 -27.620256 -172.985800
572 252.741269 -22.111996 -172.985800
573 253.163494 -16.593212 -172.985800
574 253.465227 -11.066531 -172.985800
575 253.646325 -5.534582 -172.985800
576 253.706700 0.000000 -166.332500
577 253.646325 5.534582 -166.332500
578 253.465227 11.066531 -166.332500
579 253.163494 16.593212 -166.332500
580 252.741269 22.111996 -166.332500
581 252.198753 27.620256 -166.332500
582 251.536204 33.115369 -166.332500
583 250.753937 38.594722 -166.332500
584 249.852325 44.055706 -166.332500
585 248.831797 49.495722 -166.332500
586 247.692838 54.912180 -166.332500
587 246.435991 60.302503 -166.332500
588 245.061854 65.664126 -166.332500
589 243.571080 70.994496 -166.332500
590 241.964380 76.291076 -166.332500
591 240.242518 81.551346 -166.332500
592 238.406314 86.772802 -166.332500
593 236.456641 91.952959 -166.332500
594 234.394427 97.089351 -166.332500
595 232.220655 102.179534 -166.332500
596 229.936358 107.221085 -166.332500
597 227.542624 112.211604 -166.332500
598 225.040591 117.148717 -166.332500
599 222.431452 122.030073 -166.332500
600 219.716447 126.853350 -166.332500
601 216.896869 131.616251 -166.332500
602 213.974061 136.316511 -166.332500
603 210.949411 140.951890 -166.332500
604 207.824362 145.520185 -166.332500
605 204.600399 150.019220 -166.332500
606 201.279058 154.446853 -166.332500
607 197.861919 158.800979 -166.332500
608 194.350608 163.079523 -166.332500
609 190.746796 167.280451 -166.332500
610 187.052200 171.401762 -166.332500
611 183.268577 175.441495 -166.332500
612 179.397728 179.397728 -166.332500
613 175.441495 183.268577 -166.332500
614 171.401762 187.052200 -166.332500
615 167.280451 190.746796 -166.332500
616 163.079523 194.350608 -166.332500
617 158.800979 197.861919 -166.332500
618 154.446853 201.279058 -166.332500
619 150.019220 204.600399 -166.332500
620 145.520185 207.824362 -166.332500
621 140.951890 210.949411 -166.332500
622 136.316511 213.974061 -166.332500
623 131.616251 216.896869 -166.332500
624 126.853350 219.716447 -166.332500
625 122.030073 222.431452 -166.332500
626 117.148717 225.040591 -166.332500
627 112.211604 227.542624 -166.332500
628 107.221085 229.936358 -166.332500
629 102.179534 232.220655 -166.332500
630 97.089351 234.394427 -166.332500
631 91.952959 236.456641 -166.332500
632 86.772802 238.406314 -166.332500
633 81.551346 240.242518 -166.332500
634 76.291076 241.964380 -166.332500
635 70.994496 243.571080 -166.332500
636 65.664126 245.061854 -166.332500
637 60.302503 246.435991 -166.332500
638 54.912180 247.692838 -166.332500
639 49.495722 248.831797 -166.332500
640 44.055706 249.852325 -166.332500
641 38.594722 250.753937 -166.332500
642 33.115369 251.536204 -166.332500
643 27.620256 252.198753 -166.332500
644 22.111996 252.741269 -166.332500
645 16.593212 253.163494 -166.332500
646 11.066531 253.465227 -166.332500
647 5.534582 253.646325 -166.332500
648 0.000000 253.706700 -166.332500
649 -5.534582 253.646325 -166.332500
650 -11.066531 253.465227 -166.332500
651 -16.593212 253.163494 -166.332500
652 -22.111996 252.741269 -166.332500
653 -27.620256 252.198753 -166.332500
654 -33.115369 251.536204 -166.332500
655 -38.594722 250.753937 -166.332500
656 -44.055706 249.852325 -166.332500
657 -49.495722 248.831797 -166.332500
658 -54.912180 247.692838 -166.332500
659 -60.302503 246.435991 -166.332500
660 -65.664126 245.061854 -166.332500
661 -70.994496 243.571080 -166.332500
662 -76.291076 241.964380 -166.332500
663 -81.551346 240.242518 -166.332500
664 -86.772802 238.406314 -166.332500
665 -91.952959 236.456641 -166.332500
666 -97.089351 234.394427 -166.332500
667 -102.179534 232.220655 -166.332500
668 -107.221085 229.936358 -166.332500
669 -112.211604 227.542624 -166.332500
670 -117.148717 225.040591 -166.332500
671 -122.030073 222.431452 -166.332500
672 -126.853350 219.716447 -166.332500
673 -131.616251 216.896869 -166.332500
674 -136.316511 213.974061 -166.332500
675 -140.951890 210.949411 -166.332500
676 -145.520185 207.824362 -166.332500
677 -150.019220 204.600399 -166.332500
678 -154.446853 201.279058 -166.332500
679 -158.800979 197.861919 -166.332500
680 -163.079523 194.350608 -166.332500
681 -167.280451 190.746796 -166.332500
682 -171.401762 187.052200 -166.332500
683 -175.441495 183.268577 -166.332500
684 -179.397728 179.397728 -166.332500
685 -183.268577 175.441495 -166.332500
686 -187.052200 171.401762 -166.332500
687 -190.746796 167.280451 -166.332500
688 -194.350608 163.079523 -166.332500
689 -197.861919 158.800979 -166.332500
690 -201.279058 154.446853 -166.332500
691 -204.600399 150.019220 -166.332500
692 -207.824362 145.520185 -166.332500
693 -210.949411 140.951890 -166.332500
694 -213.974061 136.316511 -166.332500
695 -216.896869 131.616251 -166.332500
696 -219.716447 126.853350 -166.332500
697 -222.431452 122.030073 -166.332500
698 -225.040591 117.148717 -166.332500
699 -227.542624 112.211604 -166.332500
700 -229.936358 107.221085 -166.332500
701 -232.220655 102.179534 -166.332500
702 -234.394427 97.089351 -166.332500
703 -236.456641 91.952959 -166.332500
704 -238.406314 86.772802 -166.332500
705 -240.242518 81.551346 -166.332500
706 -241.964380 76.291076 -166.332500
707 -243.571080 70.994496 -166.332500
708 -245.061854 65.664126 -166.332500
709 -246.435991 60.302503 -166.332500
710 -247.692838 54.912180 -166.332500
711 -248.831797 49.495722 -166.332500
712 -249.852325 44.055706 -166.332500
713 -250.753937 38.594722 -166.332500
714 -251.536204 33.115369 -166.332500
715 -252.198753 27.620256 -166.332500
716 -252.741269 22.111996 -166.332500
717 -253.163494 16.593212 -166.332500
718 -253.465227 11.066531 -166.332500
719 -253.646325 5.534582 -166.332500
720 -253.706700 0.000000 -166.332500
721 -253.646325 -5.534582 -166.332500
722 -253.465227 -11.066531 -166.332500
723 -253.163494 -16.593212 -166.332500
724 -252.741269 -22.111996 -166.332500
725 -252.198753 -27.620256 -166.332500
726 -251.536204 -33.115369 -166.332500
727 -250.753937 -38.594722 -166.332500
728 -249.852325 -44.055706 -166.332500
729 -248.831797 -49.495722 -166.332500
730 -247.692838 -54.912180 -166.332500
731 -246.435991 -60.302503 -166.332500
732 -245.061854 -65.664126 -166.332500
733 -243.571080 -70.994496 -166.332500
734 -241.964380 -76.291076 -166.332500
735 -240.242518 -81.551346 -166.332500
736 -238.406314 -86.772802 -166.332500
737 -236.456641 -91.952959 -166.332500
