# detector_id x y z
242 142.738937 -253.082413 109.993980
243 146.545029 -250.897720 109.993980
244 150.317673 -248.655807 109.993980
245 154.056030 -246.357162 109.993980
246 157.759262 -244.002319 109.993980
247 161.426483 -241.591812 109.993980
248 165.056885 -239.126190 109.993980
249 168.649643 -236.606018 109.993980
250 172.203918 -234.031876 109.993980
251 175.718918 -231.404343 109.993980
252 179.193832 -228.724030 109.993980
253 182.627869 -225.991531 109.993980
254 186.020248 -223.207489 109.993980
255 189.370178 -220.372513 109.993980
256 192.676910 -217.487274 109.993980
257 195.939697 -214.552429 109.993980
258 199.157791 -211.568634 109.993980
259 202.330444 -208.536575 109.993980
260 205.456940 -205.456940 109.993980
261 208.536575 -202.330444 109.993980
262 211.568634 -199.157791 109.993980
263 214.552429 -195.939697 109.993980
264 217.487274 -192.676910 109.993980
265 220.372513 -189.370178 109.993980
266 223.207489 -186.020248 109.993980
267 225.991531 -182.627869 109.993980
268 228.724030 -179.193832 109.993980
269 231.404343 -175.718918 109.993980
270 234.031876 -172.203918 109.993980
271 236.606018 -168.649643 109.993980
272 239.126190 -165.056885 109.993980
273 241.591812 -161.426483 109.993980
274 244.002319 -157.759262 109.993980
275 246.357162 -154.056030 109.993980
276 248.655807 -150.317673 109.993980
277 250.897720 -146.545029 109.993980
278 253.082413 -142.738937 109.993980
279 255.209366 -138.900299 109.993980
280 257.278107 -135.029968 109.993980
281 259.288147 -131.128830 109.993980
282 261.239044 -127.197784 109.993980
283 263.130341 -123.237717 109.993980
284 264.961609 -119.249542 109.993980
285 266.732452 -115.234161 109.993980
286 268.442444 -111.192497 109.993980
287 270.091187 -107.125465 109.993980
288 271.678314 -103.033997 109.993980
289 273.203491 -98.919022 109.993980
290 274.666321 -94.781479 109.993980
291 276.066498 -90.622322 109.993980
292 277.403687 -86.442490 109.993980
293 278.677612 -82.242935 109.993980
294 279.887970 -78.024620 109.993980
295 281.034454 -73.788506 109.993980
296 282.116852 -69.535561 109.993980
297 283.134888 -65.266747 109.993980
298 284.088318 -60.983051 109.993980
299 284.976959 -56.685444 109.993980
300 285.800598 -52.374905 109.993980
301 286.559021 -48.052414 109.993980
302 287.252106 -43.718967 109.993980
303 287.879639 -39.375542 109.993980
304 288.441498 -35.023136 109.993980
305 288.937561 -30.662743 109.993980
306 289.367706 -26.295353 109.993980
307 289.731842 -21.921965 109.993980
308 290.029877 -17.543575 109.993980
309 290.261780 -13.161185 109.993980
310 290.427429 -8.775792 109.993980
311 290.526855 -4.388396 109.993980
312 290.559998 -0.000000 109.993980
313 290.526855 4.388396 109.993980
314 290.427429 8.775792 109.993980
315 290.261780 13.161185 109.993980
316 290.029877 17.543575 109.993980
317 289.731842 21.921965 109.993980
318 289.367706 26.295353 109.993980
319 288.937561 30.662743 109.993980
320 288.441498 35.023136 109.993980
321 287.879639 39.375542 109.993980
322 287.252106 43.718967 109.993980
323 286.559021 48.052414 109.993980
324 285.800598 52.374905 109.993980
325 284.976959 56.685444 109.993980
326 284.088318 60.983051 109.993980
327 283.134888 65.266747 109.993980
328 282.116852 69.535561 109.993980
329 281.034454 73.788506 109.993980
330 279.887970 78.024620 109.993980
331 278.677612 82.242935 109.993980
332 277.403687 86.442490 109.993980
333 276.066498 90.622322 109.993980
334 274.666321 94.781479 109.993980
335 273.203491 98.919022 109.993980
336 271.678314 103.033997 109.993980
337 270.091187 107.125465 109.993980
338 268.442444 111.192497 109.993980
339 266.732452 115.234161 109.993980
340 264.961609 119.249542 109.993980
341 263.130341 123.237717 109.993980
342 261.239044 127.197784 109.993980
343 259.288147 131.128830 109.993980
344 257.278107 135.029968 109.993980
345 255.209366 138.900299 109.993980
346 253.082413 142.738937 109.993980
347 250.897720 146.545029 109.993980
348 248.655807 150.317673 109.993980
349 246.357162 154.056030 109.993980
350 244.002319 157.759262 109.993980
351 241.591812 161.426483 109.993980
352 239.126190 165.056885 109.993980
353 236.606018 168.649643 109.993980
354 234.031876 172.203918 109.993980
355 231.404343 175.718918 109.993980
356 228.724030 179.193832 109.993980
357 225.991531 182.627869 109.993980
358 223.207489 186.020248 109.993980
359 220.372513 189.370178 109.993980
360 217.487274 192.676910 109.993980
361 214.552429 195.939697 109.993980
362 211.568634 199.157791 109.993980
363 208.536575 202.330444 109.993980
364 205.456940 205.456940 109.993980
365 202.330444 208.536575 109.993980
366 199.157791 211.568634 109.993980
367 195.939697 214.552429 109.993980
368 192.676910 217.487274 109.993980
369 189.370178 220.372513 109.993980
370 186.020248 223.207489 109.993980
371 182.627869 225.991531 109.993980
372 179.193832 228.724030 109.993980
373 175.718918 231.404343 109.993980
374 172.203918 234.031876 109.993980
375 168.649643 236.606018 109.993980
376 165.056885 239.126190 109.993980
377 161.426483 241.591812 109.993980
378 157.759262 244.002319 109.993980
379 154.056030 246.357162 109.993980
380 150.317673 248.655807 109.993980
381 146.545029 250.897720 109.993980
382 142.738937 253.082413 109.993980
383 138.900299 255.209366 109.993980
384 135.029968 257.278107 109.993980
385 131.128830 259.288147 109.993980
386 127.197784 261.239044 109.993980
387 123.237717 263.130341 109.993980
388 119.249542 264.961609 109.993980
389 115.234161 266.732452 109.993980
390 111.192497 268.442444 109.993980
391 107.125465 270.091187 109.993980
392 103.033997 271.678314 109.993980
393 98.919022 273.203491 109.993980
394 94.781479 274.666321 109.993980
395 90.622322 276.066498 109.993980
396 86.442490 277.403687 109.993980
397 82.242935 278.677612 109.993980
398 78.024620 279.887970 109.993980
399 73.788506 281.034454 109.993980
400 69.535561 282.116852 109.993980
401 65.266747 283.134888 109.993980
402 60.983051 284.088318 109.993980
403 56.685444 284.976959 109.993980
404 52.374905 285.800598 109.993980
405 48.052414 286.559021 109.993980
406 43.718967 287.252106 109.993980
407 39.375542 287.879639 109.993980
408 35.023136 288.441498 109.993980
409 30.662743 288.937561 109.993980
410 26.295353 289.367706 109.993980
411 21.921965 289.731842 109.993980
412 17.543575 290.029877 109.993980
413 13.161185 290.261780 109.993980
414 8.775792 290.427429 109.993980
415 4.388396 290.526855 109.993980
416 0.000000 290.559998 104.628418
417 -4.388396 290.526855 104.628418
418 -8.775792 290.427429 104.628418
419 -13.161185 290.261780 104.628418
420 -17.543575 290.029877 104.628418
421 -21.921965 289.731842 104.628418
422 -26.295353 289.367706 104.628418
423 -30.662743 288.937561 104.628418
424 -35.023136 288.441498 104.628418
425 -39.375542 287.879639 104.628418
426 -43.718967 287.252106 104.628418
427 -48.052414 286.559021 104.628418
428 -52.374905 285.800598 104.628418
429 -56.685444 284.976959 104.628418
430 -60.983051 284.088318 104.628418
431 -65.266747 283.134888 104.628418
432 -69.535561 282.116852 104.628418
433 -73.788506 281.034454 104.628418
434 -78.024620 279.887970 104.628418
435 -82.242935 278.677612 104.628418
436 -86.442490 277.403687 104.628418
437 -90.622322 276.066498 104.628418
438 -94.781479 274.666321 104.628418
439 -98.919022 273.203491 104.628418
440 -103.033997 271.678314 104.628418
441 -107.125465 270.091187 104.628418
442 -111.192497 268.442444 104.628418
443 -115.234161 266.732452 104.628418
444 -119.249542 264.961609 104.628418
445 -123.237717 263.130341 104.628418
446 -127.197784 261.239044 104.628418
447 -131.128830 259.288147 104.628418
448 -135.029968 257.278107 104.628418
449 -138.900299 255.209366 104.628418
450 -142.738937 253.082413 104.628418
451 -146.545029 250.897720 104.628418
452 -150.317673 248.655807 104.628418
453 -154.056030 246.357162 104.628418
454 -157.759262 244.002319 104.628418
455 -161.426483 241.591812 104.628418
456 -165.056885 239.126190 104.628418
457 -168.649643 236.606018 104.628418
458 -172.203918 234.031876 104.628418
459 -175.718918 231.404343 104.628418
460 -179.193832 228.724030 104.628418
461 -182.627869 225.991531 104.628418
462 -186.020248 223.207489 104.628418
463 -189.370178 220.372513 104.628418
464 -192.676910 217.487274 104.628418
465 -195.939697 214.552429 104.628418
466 -199.157791 211.568634 104.628418
467 -202.330444 208.536575 104.628418
468 -205.456940 205.456940 104.628418
469 -208.536575 202.330444 104.628418
470 -211.568634 199.157791 104.628418
471 -214.552429 195.939697 104.628418
472 -217.487274 192.676910 104.628418
473 -220.372513 189.370178 104.628418
474 -223.207489 186.020248 104.628418
475 -225.991531 182.627869 104.628418
476 -228.724030 179.193832 104.628418
477 -231.404343 175.718918 104.628418
478 -234.031876 172.203918 104.628418
479 -236.606018 168.649643 104.628418
480 -239.126190 165.056885 104.628418
481 -241.591812 161.426483 104.628418
482 -244.002319 157.759262 104.628418
483 -246.357162 154.056030 104.628418
484 -248.655807 150.317673 104.628418
485 -250.897720 146.545029 104.628418
486 -253.082413 142.738937 104.628418
487 -255.209366 138.900299 104.628418
488 -257.278107 135.029968 104.628418
489 -259.288147 131.128830 104.628418
490 -261.239044 127.197784 104.628418
491 -263.130341 123.237717 104.628418
492 -264.961609 119.249542 104.628418
493 -266.732452 115.234161 104.628418
494 -268.442444 111.192497 104.628418
495 -270.091187 107.125465 104.628418
496 -271.678314 103.033997 104.628418
497 -273.203491 98.919022 104.628418
498 -274.666321 94.781479 104.628418
499 -276.066498 90.622322 104.628418
500 -277.403687 86.442490 104.628418
501 -278.677612 82.242935 104.628418
502 -279.887970 78.024620 104.628418
503 -281.034454 73.788506 104.628418
504 -282.116852 69.535561 104.628418
505 -283.134888 65.266747 104.628418
506 -284.088318 60.983051 104.628418
507 -284.976959 56.685444 104.628418
508 -285.800598 52.374905 104.628418
509 -286.559021 48.052414 104.628418
510 -287.252106 43.718967 104.628418
511 -287.879639 39.375542 104.628418
512 -288.441498 35.023136 104.628418
513 -288.937561 30.662743 104.628418
514 -289.367706 26.295353 104.628418
515 -289.731842 21.921965 104.628418
516 -290.029877 17.543575 104.628418
517 -290.261780 13.161185 104.628418
518 -290.427429 8.775792 104.628418
519 -290.526855 4.388396 104.628418
520 -290.559998 0.000000 104.628418
521 -290.526855 -4.388396 104.628418
522 -290.427429 -8.775792 104.628418
523 -290.261780 -13.161185 104.628418
524 -290.029877 -17.543575 104.628418
525 -289.731842 -21.921965 104.628418
526 -289.367706 -26.295353 104.628418
527 -288.937561 -30.662743 104.628418
528 -288.441498 -35.023136 104.628418
529 -287.879639 -39.375542 104.628418
530 -287.252106 -43.718967 104.628418
531 -286.559021 -48.052414 104.628418
532 -285.800598 -52.374905 104.628418
533 -284.976959 -56.685444 104.628418
534 -284.088318 -60.983051 104.628418
535 -283.134888 -65.266747 104.628418
536 -282.116852 -69.535561 104.628418
537 -281.034454 -73.788506 104.628418
538 -279.887970 -78.024620 104.628418
539 -278.677612 -82.242935 104.628418
540 -277.403687 -86.442490 104.628418
541 -276.066498 -90.622322 104.628418
542 -274.666321 -94.781479 104.628418
543 -273.203491 -98.919022 104.628418
544 -271.678314 -103.033997 104.628418
545 -270.091187 -107.125465 104.628418
546 -268.442444 -111.192497 104.628418
547 -266.732452 -115.234161 104.628418
548 -264.961609 -119.249542 104.628418
549 -263.130341 -123.237717 104.628418
550 -261.239044 -127.197784 104.628418
551 -259.288147 -131.128830 104.628418
552 -257.278107 -135.029968 104.628418
553 -255.209366 -138.900299 104.628418
554 -253.082413 -142.738937 104.628418
555 -250.897720 -146.545029 104.628418
556 -248.655807 -150.317673 104.628418
557 -246.357162 -154.056030 104.628418
558 -244.002319 -157.759262 104.628418
559 -241.591812 -161.426483 104.628418
560 -239.126190 -165.056885 104.628418
561 -236.606018 -168.649643 104.628418
562 -234.031876 -172.203918 104.628418
563 -231.404343 -175.718918 104.628418
564 -228.724030 -179.193832 104.628418
565 -225.991531 -182.627869 104.628418
566 -223.207489 -186.020248 104.628418
567 -220.372513 -189.370178 104.628418
568 -217.487274 -192.676910 104.628418
569 -214.552429 -195.939697 104.628418
570 -211.568634 -199.157791 104.628418
571 -208.536575 -202.330444 104.628418
572 -205.456940 -205.456940 104.628418
573 -202.330444 -208.536575 104.628418
574 -199.157791 -211.568634 104.628418
575 -195.939697 -214.552429 104.628418
576 -192.676910 -217.487274 104.628418
577 -189.370178 -220.372513 104.628418
578 -186.020248 -223.207489 104.628418
579 -182.627869 -225.991531 104.628418
580 -179.193832 -228.724030 104.628418
581 -175.718918 -231.404343 104.628418
582 -172.203918 -234.031876 104.628418
583 -168.649643 -236.606018 104.628418
584 -165.056885 -239.126190 104.628418
585 -161.426483 -241.591812 104.628418
586 -157.759262 -244.002319 104.628418
587 -154.056030 -246.357162 104.628418
588 -150.317673 -248.655807 104.628418
589 -146.545029 -250.897720 104.628418
590 -142.738937 -253.082413 104.628418
591 -138.900299 -255.209366 104.628418
592 -135.029968 -257.278107 104.628418
593 -131.128830 -259.288147 104.628418
594 -127.197784 -261.239044 104.628418
595 -123.237717 -263.130341 104.628418
596 -119.249542 -264.961609 104.628418
597 -115.234161 -266.732452 104.628418
598 -111.192497 -268.442444 104.628418
599 -107.125465 -270.091187 104.628418
600 -103.033997 -271.678314 104.628418
601 -98.919022 -273.203491 104.628418
602 -94.781479 -274.666321 104.628418
603 -90.622322 -276.066498 104.628418
604 -86.442490 -277.403687 104.628418
605 -82.242935 -278.677612 104.628418
606 -78.024620 -279.887970 104.628418
607 -73.788506 -281.034454 104.628418
608 -69.535561 -282.116852 104.628418
609 -65.266747 -283.134888 104.628418
610 -60.983051 -284.088318 104.628418
611 -56.685444 -284.976959 104.628418
612 -52.374905 -285.800598 104.628418
613 -48.052414 -286.559021 104.628418
614 -43.718967 -287.252106 104.628418
615 -39.375542 -287.879639 104.628418
616 -35.023136 -288.441498 104.628418
617 -30.662743 -288.937561 104.628418
618 -26.295353 -289.367706 104.628418
619 -21.921965 -289.731842 104.628418
620 -17.543575 -290.029877 104.628418
621 -13.161185 -290.261780 104.628418
622 -8.775792 -290.427429 104.628418
623 -4.388396 -290.526855 104.628418
624 -0.000000 -290.559998 104.628418
625 4.388396 -290.526855 104.628418
626 8.775792 -290.427429 104.628418
627 13.161185 -290.261780 104.628418
628 17.543575 -290.029877 104.628418
629 21.921965 -289.731842 104.628418
630 26.295353 -289.367706 104.628418
631 30.662743 -288.937561 104.628418
632 35.023136 -288.441498 104.628418
633 39.375542 -287.879639 104.628418
634 43.718967 -287.252106 104.628418
635 48.052414 -286.559021 104.628418
636 52.374905 -285.800598 104.628418
637 56.685444 -284.976959 104.628418
638 60.983051 -284.088318 104.628418
639 65.266747 -283.134888 104.628418
640 69.535561 -282.116852 104.628418
641 73.788506 -281.034454 104.628418
642 78.024620 -279.887970 104.628418
643 82.242935 -278.677612 104.628418
644 86.442490 -277.403687 104.628418
645 90.622322 -276.066498 104.628418
646 94.781479 -274.666321 104.628418
647 98.919022 -273.203491 104.628418
648 103.033997 -271.678314 104.628418
649 107.125465 -270.091187 104.628418
650 111.192497 -268.442444 104.628418
651 115.234161 -266.732452 104.628418
652 119.249542 -264.961609 104.628418
653 123.237717 -263.130341 104.628418
654 127.197784 -261.239044 104.628418
655 131.128830 -259.288147 104.628418
656 135.029968 -257.278107 104.628418
657 138.900299 -255.209366 104.628418
658 142.738937 -253.082413 104.628418
659 146.545029 -250.897720 104.628418
660 150.317673 -248.655807 104.628418
661 154.056030 -246.357162 104.628418
662 157.759262 -244.002319 104.628418
663 161.426483 -241.591812 104.628418
664 165.056885 -239.126190 104.628418
665 168.649643 -236.606018 104.628418
666 172.203918 -234.031876 104.628418
667 175.718918 -231.404343 104.628418
668 179.193832 -228.724030 104.628418
669 182.627869 -225.991531 104.628418
670 186.020248 -223.207489 104.628418
671 189.370178 -220.372513 104.628418
672 192.676910 -217.487274 104.628418
673 195.939697 -214.552429 104.628418
674 199.157791 -211.568634 104.628418
675 202.330444 -208.536575 104.628418
676 205.456940 -205.456940 104.628418
677 208.536575 -202.330444 104.628418
678 211.568634 -199.157791 104.628418
679 214.552429 -195.939697 104.628418
680 217.487274 -192.676910 104.628418
681 220.372513 -189.370178 104.628418
682 223.207489 -186.020248 104.628418
683 225.991531 -182.627869 104.628418
684 228.724030 -179.193832 104.628418
685 231.404343 -175.718918 104.628418
686 234.031876 -172.203918 104.628418
687 236.606018 -168.649643 104.628418
688 239.126190 -165.056885 104.628418
689 241.591812 -161.426483 104.628418
690 244.002319 -157.759262 104.628418
691 246.357162 -154.056030 104.628418
692 248.655807 -150.317673 104.628418
693 250.897720 -146.545029 104.628418
694 253.082413 -142.738937 104.628418
695 255.209366 -138.900299 104.628418
696 257.278107 -135.029968 104.628418
697 259.288147 -131.128830 104.628418
698 261.239044 -127.197784 104.628418
699 263.130341 -123.237717 104.628418
700 264.961609 -119.249542 104.628418
701 266.732452 -115.234161 104.628418
702 268.442444 -111.192497 104.628418
703 270.091187 -107.125465 104.628418
704 271.678314 -103.033997 104.628418
705 273.203491 -98.919022 104.628418
706 274.666321 -94.781479 104.628418
707 276.066498 -90.622322 104.628418
708 277.403687 -86.442490 104.628418
709 278.677612 -82.242935 104.628418
710 279.887970 -78.024620 104.628418
711 281.034454 -73.788506 104.628418
712 282.116852 -69.535561 104.628418
713 283.134888 -65.266747 104.628418
714 284.088318 -60.983051 104.628418
715 284.976959 -56.685444 104.628418
716 285.800598 -52.374905 104.628418
717 286.559021 -48.052414 104.628418
718 287.252106 -43.718967 104.628418
719 287.879639 -39.375542 104.628418
720 288.441498 -35.023136 104.628418
721 288.937561 -30.662743 104.628418
722 289.367706 -26.295353 104.628418
723 289.731842 -21.921965 104.628418
724 290.029877 -17.543575 104.628418
725 290.261780 -13.161185 104.628418
726 290.427429 -8.775792 104.628418
727 290.526855 -4.388396 104.628418
728 290.559998 -0.000000 104.628418
729 290.526855 4.388396 104.628418
730 290.427429 8.775792 104.628418
731 290.261780 13.161185 104.628418
732 290.029877 17.543575 104.628418
733 289.731842 21.921965 104.628418
734 289.367706 26.295353 104.628418
735 288.937561 30.662743 104.628418
736 288.441498 35.023136 104.628418
737 287.879639 39.375542 104.628418
738 287.252106 43.718967 104.628418
739 286.559021 48.052414 104.628418
740 285.800598 52.374905 104.628418
741 284.976959 56.685444 104.628418
742 284.088318 60.983051 104.628418
743 283.134888 65.266747 104.628418
744 282.116852 69.535561 104.628418
745 281.034454 73.788506 104.628418
746 279.887970 78.024620 104.628418
747 278.677612 82.242935 104.628418
748 277.403687 86.442490 104.628418
749 276.066498 90.622322 104.628418
750 274.666321 94.781479 104.628418
751 273.203491 98.919022 104.628418
752 271.678314 103.033997 104.628418
753 270.091187 107.125465 104.628418
754 268.442444 111.192497 104.628418
755 266.732452 115.234161 104.628418
756 264.961609 119.249542 104.628418
757 263.130341 123.237717 104.628418
758 261.239044 127.197784 104.628418
759 259.288147 131.128830 104.628418
760 257.278107 135.029968 104.628418
761 255.209366 138.900299 104.628418
762 253.082413 142.738937 104.628418
763 250.897720 146.545029 104.628418
764 248.655807 150.317673 104.628418
765 246.357162 154.056030 104.628418
766 244.002319 157.759262 104.628418
767 241.591812 161.426483 104.628418
768 239.126190 165.056885 104.628418
769 236.606018 168.649643 104.628418
770 234.031876 172.203918 104.628418
771 231.404343 175.718918 104.628418
